tf_gene_name	uniprot_id	uniprot_ac	gene_names	tf_superclass	tf_class	tf_family	tf_subfamily	tf_genus	tf_molecular_species	cisbp_families	cisbp_dbds
ZNF695	ZN695_HUMAN	Q8IW36	ZNF695	Zinc-coordinating DNA-binding domains{2}	C2H2 zinc finger factors{2.3}	More than 3 adjacent zinc finger factors{2.3.3}	unclassified{2.3.3.0}	ZNF695 [13]{2.3.3.0.156}	ZNF695, isoform 1{2.3.3.0.156.1}:ZNF695, isoform 2{2.3.3.0.156.2}:ZNF695, isoform 3{2.3.3.0.156.3}:ZNF695, isoform 4{2.3.3.0.156.4}	C2H2 ZF	zf-C2H2
ZNF7	ZNF7_HUMAN	P17097	ZNF7:KOX4	Zinc-coordinating DNA-binding domains{2}	C2H2 zinc finger factors{2.3}	More than 3 adjacent zinc finger factors{2.3.3}	unclassified{2.3.3.0}	ZNF7 (KOX4) [15]{2.3.3.0.190}	ZNF7, isoform 1{2.3.3.0.190.1}:ZNF7, isoform 2{2.3.3.0.190.2}:ZNF7, isoform 3{2.3.3.0.190.3}	C2H2 ZF	zf-C2H2
ZNF701	ZN701_HUMAN	Q9NV72	ZNF701	Zinc-coordinating DNA-binding domains{2}	C2H2 zinc finger factors{2.3}	More than 3 adjacent zinc finger factors{2.3.3}	ZNF525-like factors{2.3.3.27}	ZNF701 [7]{2.3.3.27.2}		C2H2 ZF	zf-C2H2
ZNF704	ZN704_HUMAN	Q6ZNC4	ZNF704							C2H2 ZF	zf-C2H2
ZNF705G	Z705G_HUMAN	A8MUZ8	ZNF705G	Zinc-coordinating DNA-binding domains{2}	C2H2 zinc finger factors{2.3}	More than 3 adjacent zinc finger factors{2.3.3}	ZNF705 factors{2.3.3.7}	ZNF705G [2]{2.3.3.7.3}		C2H2 ZF	zf-C2H2
ZNF707	ZN707_HUMAN	Q96C28	ZNF707	Zinc-coordinating DNA-binding domains{2}	C2H2 zinc finger factors{2.3}	More than 3 adjacent zinc finger factors{2.3.3}	unclassified{2.3.3.0}	ZNF707 [7]{2.3.3.0.51}		C2H2 ZF	zf-C2H2
ZNF708	ZN708_HUMAN	P17019	ZNF708:KOX8:ZNF15:ZNF15L1	Zinc-coordinating DNA-binding domains{2}	C2H2 zinc finger factors{2.3}	More than 3 adjacent zinc finger factors{2.3.3}	unclassified{2.3.3.0}	ZNF708 (KOX8, ZNF15, ZNF15L1) [15]{2.3.3.0.181}		C2H2 ZF	zf-C2H2
ZNF71	ZNF71_HUMAN	Q9NQZ8	ZNF71:EZFIT	Zinc-coordinating DNA-binding domains{2}	C2H2 zinc finger factors{2.3}	More than 3 adjacent zinc finger factors{2.3.3}	ZFP2-like factors{2.3.3.62}	ZNF71 (EZFIT) [13]{2.3.3.62.2}		C2H2 ZF	zf-C2H2
ZNF711	ZN711_HUMAN	Q9Y462	ZNF711:CMPX1:ZNF6	Zinc-coordinating DNA-binding domains{2}	C2H2 zinc finger factors{2.3}	Factors with multiple dispersed zinc fingers{2.3.4}	ZNF639-like factors{2.3.4.13}	ZNF711 (CMPX1, ZNF6, Zfp711) [1+10]{2.3.4.13.2}	ZNF711, isoform 1{2.3.4.13.2.1}:ZNF711, isoform 2{2.3.4.13.2.2}:ZNF711, isoform 3{2.3.4.13.2.3}	C2H2 ZF	zf-C2H2
ZNF713	ZN713_HUMAN	Q8N859	ZNF713	Zinc-coordinating DNA-binding domains{2}	C2H2 zinc finger factors{2.3}	More than 3 adjacent zinc finger factors{2.3.3}	unclassified{2.3.3.0}	ZNF713{2.3.3.0.14}		C2H2 ZF	zf-C2H2
ZNF714	ZN714_HUMAN	Q96N38	ZNF714	Zinc-coordinating DNA-binding domains{2}	C2H2 zinc finger factors{2.3}	More than 3 adjacent zinc finger factors{2.3.3}	ZNF100-like factors{2.3.3.59}	ZNF714 [14]{2.3.3.59.5}	ZNF714, isoform 1{2.3.3.59.5.1}:ZNF714, isoform 2{2.3.3.59.5.2}:ZNF714, isoform 3{2.3.3.59.5.3}	C2H2 ZF	zf-C2H2
ZNF716	ZN716_HUMAN	A6NP11	ZNF716	Zinc-coordinating DNA-binding domains{2}	C2H2 zinc finger factors{2.3}	More than 3 adjacent zinc finger factors{2.3.3}	unclassified{2.3.3.0}	ZNF716 [12]{2.3.3.0.141}		C2H2 ZF	zf-C2H2
ZNF730	ZN730_HUMAN	Q6ZMV8	ZNF730	Zinc-coordinating DNA-binding domains{2}	C2H2 zinc finger factors{2.3}	More than 3 adjacent zinc finger factors{2.3.3}	ZNF100-like factors{2.3.3.59}	ZNF730 [12]{2.3.3.59.4}		C2H2 ZF	zf-C2H2
ZNF736	ZN736_HUMAN	B4DX44	ZNF736	Zinc-coordinating DNA-binding domains{2}	C2H2 zinc finger factors{2.3}	More than 3 adjacent zinc finger factors{2.3.3}	ZNF736-like factors{2.3.3.48}	ZNF736 [10]{2.3.3.48.1}		C2H2 ZF	zf-C2H2
ZNF737	ZN737_HUMAN	O75373	ZNF737:ZNF102	Zinc-coordinating DNA-binding domains{2}	C2H2 zinc finger factors{2.3}	More than 3 adjacent zinc finger factors{2.3.3}	unclassified{2.3.3.0}	ZNF737 (ZNF102) [13]{2.3.3.0.154}		C2H2 ZF	zf-C2H2
ZNF74	ZNF74_HUMAN	Q16587	ZNF74:ZNF520	Zinc-coordinating DNA-binding domains{2}	C2H2 zinc finger factors{2.3}	More than 3 adjacent zinc finger factors{2.3.3}	unclassified{2.3.3.0}	ZNF74 (ZNF520) [12]{2.3.3.0.132}	ZNF74, isoform 1{2.3.3.0.132.1}:ZNF74, isoform 2{2.3.3.0.132.2}:ZNF74, isoform 3{2.3.3.0.132.3}:ZNF74, isoform 4{2.3.3.0.132.4}:ZNF74, isoform 5{2.3.3.0.132.5}	C2H2 ZF	zf-C2H2
ZNF740	ZN740_HUMAN	Q8NDX6	ZNF740:TB7	Zinc-coordinating DNA-binding domains{2}	C2H2 zinc finger factors{2.3}	Other factors with up to three adjacent zinc fingers{2.3.2}	Other three adjacent zinc finger factors{2.3.2.4}	ZNF740 (ZFP740) [3]{2.3.2.4.5}		C2H2 ZF	zf-C2H2
ZNF749	ZN749_HUMAN	O43361	ZNF749	Zinc-coordinating DNA-binding domains{2}	C2H2 zinc finger factors{2.3}	More than 3 adjacent zinc finger factors{2.3.3}	unclassified{2.3.3.0}	ZNF749 [19]{2.3.3.0.217}		C2H2 ZF	zf-C2H2
ZNF750	ZN750_HUMAN	Q32MQ0	ZNF750								
ZNF75A	ZN75A_HUMAN	Q96N20	ZNF75A	Zinc-coordinating DNA-binding domains{2}	C2H2 zinc finger factors{2.3}	More than 3 adjacent zinc finger factors{2.3.3}	ZNF75-like zinc finger factors{2.3.3.6}	ZNF75A [5]{2.3.3.6.1}		C2H2 ZF	zf-C2H2
ZNF75D	ZN75D_HUMAN	P51815	ZNF75D:ZNF75:ZNF82	Zinc-coordinating DNA-binding domains{2}	C2H2 zinc finger factors{2.3}	More than 3 adjacent zinc finger factors{2.3.3}	ZNF75-like zinc finger factors{2.3.3.6}	ZNF75D (ZNF82) [5]{2.3.3.6.3}		C2H2 ZF	zf-C2H2
ZNF76	ZNF76_HUMAN	P36508	ZNF76:D6S229E:ZNF523	Zinc-coordinating DNA-binding domains{2}	C2H2 zinc finger factors{2.3}	More than 3 adjacent zinc finger factors{2.3.3}	ZNF76-like factors{2.3.3.28}	ZNF76 (ZNF523) [7]{2.3.3.28.1}	ZNF76, isoform 1{2.3.3.28.1.1}:ZNF76, isoform 2{2.3.3.28.1.2}	C2H2 ZF	zf-C2H2
ZNF764	ZN764_HUMAN	Q96H86	ZNF764	Zinc-coordinating DNA-binding domains{2}	C2H2 zinc finger factors{2.3}	More than 3 adjacent zinc finger factors{2.3.3}	ZNF764-like factors{2.3.3.39}	ZNF764 [7]{2.3.3.39.1}		C2H2 ZF	zf-C2H2
ZNF765	ZN765_HUMAN	Q7L2R6	ZNF765	Zinc-coordinating DNA-binding domains{2}	C2H2 zinc finger factors{2.3}	More than 3 adjacent zinc finger factors{2.3.3}	ZNF525-like factors{2.3.3.27}	ZNF765 [11]{2.3.3.27.3}	ZNF765, isoform 1{2.3.3.27.3.1}:ZNF765, isoform 2{2.3.3.27.3.2}	C2H2 ZF	zf-C2H2
ZNF766	ZN766_HUMAN	Q5HY98	ZNF766	Zinc-coordinating DNA-binding domains{2}	C2H2 zinc finger factors{2.3}	More than 3 adjacent zinc finger factors{2.3.3}	unclassified{2.3.3.0}	ZNF766 [10]{2.3.3.0.98}		C2H2 ZF	zf-C2H2
ZNF768	ZN768_HUMAN	Q9H5H4	ZNF768	Zinc-coordinating DNA-binding domains{2}	C2H2 zinc finger factors{2.3}	More than 3 adjacent zinc finger factors{2.3.3}	unclassified{2.3.3.0}	ZNF768 (Zfp768) [10]{2.3.3.0.95}		C2H2 ZF	zf-C2H2
ZNF77	ZNF77_HUMAN	Q15935	ZNF77	Zinc-coordinating DNA-binding domains{2}	C2H2 zinc finger factors{2.3}	More than 3 adjacent zinc finger factors{2.3.3}	ZNF763-like factors{2.3.3.33}	ZNF77 [12]{2.3.3.33.10}		C2H2 ZF	zf-C2H2
ZNF770	ZN770_HUMAN	Q6IQ21	ZNF770	Zinc-coordinating DNA-binding domains{2}	C2H2 zinc finger factors{2.3}	Factors with multiple dispersed zinc fingers{2.3.4}	unclassified{2.3.4.0}	ZNF770 (Zfp770) [3+3+1+2+2]{2.3.4.0.26}		C2H2 ZF	zf-C2H2
ZNF771	ZN771_HUMAN	Q7L3S4	ZNF771	Zinc-coordinating DNA-binding domains{2}	C2H2 zinc finger factors{2.3}	More than 3 adjacent zinc finger factors{2.3.3}	ZNF764-like factors{2.3.3.39}	ZNF771 [8]{2.3.3.39.3}		C2H2 ZF	zf-C2H2
ZNF774	ZN774_HUMAN	Q6NX45	ZNF774	Zinc-coordinating DNA-binding domains{2}	C2H2 zinc finger factors{2.3}	More than 3 adjacent zinc finger factors{2.3.3}	ZNF180-like factors{2.3.3.58}	ZNF774 [12]{2.3.3.58.5}		C2H2 ZF	zf-C2H2
ZNF776	ZN776_HUMAN	Q68DI1	ZNF776	Zinc-coordinating DNA-binding domains{2}	C2H2 zinc finger factors{2.3}	More than 3 adjacent zinc finger factors{2.3.3}	ZNF548-like factors{2.3.3.53}	ZNF776 [11]{2.3.3.53.2}		C2H2 ZF	zf-C2H2
ZNF777	ZN777_HUMAN	Q9ULD5	ZNF777:KIAA1285	Zinc-coordinating DNA-binding domains{2}	C2H2 zinc finger factors{2.3}	More than 3 adjacent zinc finger factors{2.3.3}	ZNF212-like factors{2.3.3.23}	ZNF777 [6]{2.3.3.23.2}	ZNF777, isoform 1{2.3.3.23.2.1}:ZNF777, isoform 2{2.3.3.23.2.2}:ZNF777, isoform 3{2.3.3.23.2.3}	C2H2 ZF	zf-C2H2
ZNF778	ZN778_HUMAN	Q96MU6	ZNF778	Zinc-coordinating DNA-binding domains{2}	C2H2 zinc finger factors{2.3}	Factors with multiple dispersed zinc fingers{2.3.4}	unclassified{2.3.4.0}	ZNF778 [1+18]{2.3.4.0.63}	ZNF778, isoform 1{2.3.4.0.63.1}:ZNF778, isoform 2{2.3.4.0.63.2}	C2H2 ZF	zf-C2H2
ZNF780A	Z780A_HUMAN	O75290	ZNF780A	Zinc-coordinating DNA-binding domains{2}	C2H2 zinc finger factors{2.3}	More than 3 adjacent zinc finger factors{2.3.3}	ZFN283-like factors{2.3.3.67}	ZNF780A [17]{2.3.3.67.11}	ZNF780A, isoform 1{2.3.3.67.11.1}:ZNF780A, isoform 2{2.3.3.67.11.2}	C2H2 ZF	zf-C2H2
ZNF782	ZN782_HUMAN	Q6ZMW2	ZNF782	Zinc-coordinating DNA-binding domains{2}	C2H2 zinc finger factors{2.3}	More than 3 adjacent zinc finger factors{2.3.3}	ZFN25-like factors{2.3.3.69}	ZNF782 [15]{2.3.3.69.5}		C2H2 ZF	zf-C2H2
ZNF783	ZN783_HUMAN	Q6ZMS7	ZNF783							C2H2 ZF	zf-C2H2
ZNF784	ZN784_HUMAN	Q8NCA9	ZNF784	Zinc-coordinating DNA-binding domains{2}	C2H2 zinc finger factors{2.3}	Factors with multiple dispersed zinc fingers{2.3.4}	unclassified{2.3.4.0}	ZNF784 (Zfp784) [3+3]{2.3.4.0.40}		C2H2 ZF	zf-C2H2
ZNF785	ZN785_HUMAN	A8K8V0	ZNF785	Zinc-coordinating DNA-binding domains{2}	C2H2 zinc finger factors{2.3}	More than 3 adjacent zinc finger factors{2.3.3}	ZNF764-like factors{2.3.3.39}	ZNF785 [7]{2.3.3.39.2}	ZNF785, isoform 1{2.3.3.39.2.1}:ZNF785, isoform 2{2.3.3.39.2.2}	C2H2 ZF	zf-C2H2
ZNF786	ZN786_HUMAN	Q8N393	ZNF786	Zinc-coordinating DNA-binding domains{2}	C2H2 zinc finger factors{2.3}	Factors with multiple dispersed zinc fingers{2.3.4}	ZNF319-like factors{2.3.4.23}	ZNF786 (Zfp786) [2+14]{2.3.4.23.2}		C2H2 ZF	zf-C2H2
ZNF787	ZN787_HUMAN	Q6DD87	ZNF787	Zinc-coordinating DNA-binding domains{2}	C2H2 zinc finger factors{2.3}	Factors with multiple dispersed zinc fingers{2.3.4}	unclassified{2.3.4.0}	ZNF787 (TTF-I-IP20, Zfp787) [5+2]{2.3.4.0.46}		C2H2 ZF	zf-C2H2
ZNF789	ZN789_HUMAN	Q5FWF6	ZNF789	Zinc-coordinating DNA-binding domains{2}	C2H2 zinc finger factors{2.3}	More than 3 adjacent zinc finger factors{2.3.3}	unclassified{2.3.3.0}	ZNF789 [8]{2.3.3.0.61}	ZNF789, isoform 1{2.3.3.0.61.1}:ZNF789, isoform 2{2.3.3.0.61.2}:ZNF789, isoform 3{2.3.3.0.61.3}	C2H2 ZF	zf-C2H2
ZNF79	ZNF79_HUMAN	Q15937	ZNF79	Zinc-coordinating DNA-binding domains{2}	C2H2 zinc finger factors{2.3}	More than 3 adjacent zinc finger factors{2.3.3}	unclassified{2.3.3.0}	ZNF79 [11]{2.3.3.0.122}		C2H2 ZF	zf-C2H2
ZNF790	ZN790_HUMAN	Q6PG37	ZNF790	Zinc-coordinating DNA-binding domains{2}	C2H2 zinc finger factors{2.3}	More than 3 adjacent zinc finger factors{2.3.3}	unclassified{2.3.3.0}	ZNF790 [13]{2.3.3.0.158}		C2H2 ZF	zf-C2H2
ZNF791	ZN791_HUMAN	Q3KP31	ZNF791	Zinc-coordinating DNA-binding domains{2}	C2H2 zinc finger factors{2.3}	More than 3 adjacent zinc finger factors{2.3.3}	unclassified{2.3.3.0}	ZNF791 [17]{2.3.3.0.209}		C2H2 ZF	zf-C2H2
ZNF792	ZN792_HUMAN	Q3KQV3	ZNF792	Zinc-coordinating DNA-binding domains{2}	C2H2 zinc finger factors{2.3}	Factors with multiple dispersed zinc fingers{2.3.4}	ZNF134-like factors{2.3.4.24}	ZNF792 [1+12]{2.3.4.24.4}		C2H2 ZF	zf-C2H2
ZNF793	ZN793_HUMAN	Q6ZN11	ZNF793	Zinc-coordinating DNA-binding domains{2}	C2H2 zinc finger factors{2.3}	More than 3 adjacent zinc finger factors{2.3.3}	unclassified{2.3.3.0}	ZNF793{2.3.3.0.16}	ZNF793, isoform 1{2.3.3.0.16.1}:ZNF793, isoform 2{2.3.3.0.16.2}:ZNF793, isoform 3{2.3.3.0.16.3}	C2H2 ZF	zf-C2H2
ZNF799	ZN799_HUMAN	Q96GE5	ZNF799:ZNF842	Zinc-coordinating DNA-binding domains{2}	C2H2 zinc finger factors{2.3}	More than 3 adjacent zinc finger factors{2.3.3}	ZNF442-like factors{2.3.3.74}	ZNF799 (ZNF842) [18]{2.3.3.74.4}	ZNF799, isoform 1{2.3.3.74.4.1}:ZNF799, isoform 2{2.3.3.74.4.2}	C2H2 ZF	zf-C2H2
ZNF8	ZNF8_HUMAN	P17098	ZNF8	Zinc-coordinating DNA-binding domains{2}	C2H2 zinc finger factors{2.3}	Factors with multiple dispersed zinc fingers{2.3.4}	unclassified{2.3.4.0}	ZNF8 (HF.18, Zfp128) [6+1]{2.3.4.0.29}		C2H2 ZF	zf-C2H2
ZNF805	ZN805_HUMAN	Q5CZA5	ZNF805	Zinc-coordinating DNA-binding domains{2}	C2H2 zinc finger factors{2.3}	More than 3 adjacent zinc finger factors{2.3.3}	ZNF460-like factors{2.3.3.54}	ZNF805 [13]{2.3.3.54.3}	ZNF805, isoform 1{2.3.3.54.3.1}:ZNF805, isoform 2{2.3.3.54.3.2}	C2H2 ZF	zf-C2H2
ZNF808	ZN808_HUMAN	Q8N4W9	ZNF808	Zinc-coordinating DNA-binding domains{2}	C2H2 zinc finger factors{2.3}	More than 3 adjacent zinc finger factors{2.3.3}	ZFN813-like factors{2.3.3.72}	ZNF808 [24]{2.3.3.72.5}	ZNF808, isoform 1{2.3.3.72.5.1}:ZNF808, isoform 2{2.3.3.72.5.2}	C2H2 ZF	zf-C2H2
ZNF81	ZNF81_HUMAN	P51508	ZNF81	Zinc-coordinating DNA-binding domains{2}	C2H2 zinc finger factors{2.3}	More than 3 adjacent zinc finger factors{2.3.3}	ZFN81-like factors{2.3.3.68}	ZNF81 (KOX32) [12]{2.3.3.68.1}		C2H2 ZF	zf-C2H2
ZNF816	ZN816_HUMAN	Q0VGE8	ZNF816:ZNF816A	Zinc-coordinating DNA-binding domains{2}	C2H2 zinc finger factors{2.3}	More than 3 adjacent zinc finger factors{2.3.3}	ZNF816A-like factors{2.3.3.73}	ZNF816A [15]{2.3.3.73.1}		C2H2 ZF	zf-C2H2
ZNF821	ZN821_HUMAN	O75541	ZNF821							C2H2 ZF	zf-C2H2
ZNF823	ZN823_HUMAN	P16415	ZNF823:ZFP36	Zinc-coordinating DNA-binding domains{2}	C2H2 zinc finger factors{2.3}	More than 3 adjacent zinc finger factors{2.3.3}	ZNF442-like factors{2.3.3.74}	ZNF823 (ZFP36) [16]{2.3.3.74.2}		C2H2 ZF	zf-C2H2
ZNF84	ZNF84_HUMAN	P51523	ZNF84	Zinc-coordinating DNA-binding domains{2}	C2H2 zinc finger factors{2.3}	More than 3 adjacent zinc finger factors{2.3.3}	unclassified{2.3.3.0}	ZNF84 [19]{2.3.3.0.216}		C2H2 ZF	zf-C2H2
ZNF846	ZN846_HUMAN	Q147U1	ZNF846	Zinc-coordinating DNA-binding domains{2}	C2H2 zinc finger factors{2.3}	More than 3 adjacent zinc finger factors{2.3.3}	ZNF562-like factors{2.3.3.45}	ZNF846 [14]{2.3.3.45.5}	ZNF846, isoform 1{2.3.3.45.5.1}:ZNF846, isoform 2{2.3.3.45.5.2}	C2H2 ZF	zf-C2H2
ZNF85	ZNF85_HUMAN	Q03923	ZNF85	Zinc-coordinating DNA-binding domains{2}	C2H2 zinc finger factors{2.3}	More than 3 adjacent zinc finger factors{2.3.3}	unclassified{2.3.3.0}	ZNF85 (HTF1, HPF4) [16]{2.3.3.0.198}	ZNF85, isoform 1{2.3.3.0.198.1}:ZNF85, isoform 2{2.3.3.0.198.2}:ZNF85, isoform 3 [0]{2.3.3.0.198.3}	C2H2 ZF	zf-C2H2
ZNF860	ZN860_HUMAN	A6NHJ4	ZNF860	Zinc-coordinating DNA-binding domains{2}	C2H2 zinc finger factors{2.3}	More than 3 adjacent zinc finger factors{2.3.3}	ZFN813-like factors{2.3.3.72}	ZNF860 [14]{2.3.3.72.2}		C2H2 ZF	zf-C2H2
ZNF875	ZN875_HUMAN	P10072	ZNF875:HKR1	Zinc-coordinating DNA-binding domains{2}	C2H2 zinc finger factors{2.3}	More than 3 adjacent zinc finger factors{2.3.3}	ZNF343-like factors{2.3.3.61}	HKR1 (ZNF875) [13]{2.3.3.61.2}	HKR1, isoform 1{2.3.3.61.2.1}:HKR1, isoform 2{2.3.3.61.2.2}	C2H2 ZF	zf-C2H2
ZNF879	ZN879_HUMAN	B4DU55	ZNF879	Zinc-coordinating DNA-binding domains{2}	C2H2 zinc finger factors{2.3}	More than 3 adjacent zinc finger factors{2.3.3}	unclassified{2.3.3.0}	ZNF879 (Zfp879) [13]{2.3.3.0.157}		C2H2 ZF	zf-C2H2
ZNF880	ZN880_HUMAN	Q6PDB4	ZNF880	Zinc-coordinating DNA-binding domains{2}	C2H2 zinc finger factors{2.3}	More than 3 adjacent zinc finger factors{2.3.3}	unclassified{2.3.3.0}	ZNF880 [14]{2.3.3.0.173}	ZNF880, isoform 1{2.3.3.0.173.1}:ZNF880, isoform 2{2.3.3.0.173.2}	C2H2 ZF	zf-C2H2
ZNF891	ZN891_HUMAN	A8MT65	ZNF891	Zinc-coordinating DNA-binding domains{2}	C2H2 zinc finger factors{2.3}	More than 3 adjacent zinc finger factors{2.3.3}	ZNF177-like factors{2.3.3.40}	ZNF891 [8]{2.3.3.40.2}		C2H2 ZF	zf-C2H2
ZNF90	ZNF90_HUMAN	Q03938	ZNF90	Zinc-coordinating DNA-binding domains{2}	C2H2 zinc finger factors{2.3}	More than 3 adjacent zinc finger factors{2.3.3}	unclassified{2.3.3.0}	ZNF90 [15]{2.3.3.0.184}		C2H2 ZF	zf-C2H2
ZNF92	ZNF92_HUMAN	Q03936	ZNF92	Zinc-coordinating DNA-binding domains{2}	C2H2 zinc finger factors{2.3}	More than 3 adjacent zinc finger factors{2.3.3}	unclassified{2.3.3.0}	ZNF92 [16]{2.3.3.0.199}	ZNF92, isoform 1{2.3.3.0.199.1}:ZNF92, isoform 2{2.3.3.0.199.2}:ZNF92, isoform 3{2.3.3.0.199.3}		
ZNF93	ZNF93_HUMAN	P35789	ZNF93:ZNF505	Zinc-coordinating DNA-binding domains{2}	C2H2 zinc finger factors{2.3}	More than 3 adjacent zinc finger factors{2.3.3}	unclassified{2.3.3.0}	ZNF93 (ZNF505) [17]{2.3.3.0.206}	ZNF93, isoform 1{2.3.3.0.206.1}:ZNF93, isoform 2{2.3.3.0.206.2}:ZNF93, isoform 3{2.3.3.0.206.3}	C2H2 ZF	zf-C2H2
ZNF98	ZNF98_HUMAN	A6NK75	ZNF98:ZNF739	Zinc-coordinating DNA-binding domains{2}	C2H2 zinc finger factors{2.3}	More than 3 adjacent zinc finger factors{2.3.3}	ZNF98-like factors{2.3.3.60}	ZNF98 (ZNF739) [13]{2.3.3.60.1}		C2H2 ZF	zf-C2H2
ZSCAN1	ZSCA1_HUMAN	Q8NBB4	ZSCAN1	Zinc-coordinating DNA-binding domains{2}	C2H2 zinc finger factors{2.3}	Other factors with up to three adjacent zinc fingers{2.3.2}	Factors with 2-3 adjacent zinc fingersand a SCAN domain{2.3.2.3}	ZSCAN1 [3]{2.3.2.3.1}	ZSCAN1, isoform 1{2.3.2.3.1.1}:ZSCAN1, isoform 2{2.3.2.3.1.2}	C2H2 ZF	zf-C2H2
ZSCAN16	ZSC16_HUMAN	Q9H4T2	ZSCAN16:ZNF392:ZNF435	Zinc-coordinating DNA-binding domains{2}	C2H2 zinc finger factors{2.3}	More than 3 adjacent zinc finger factors{2.3.3}	unclassified{2.3.3.0}	ZSCAN16 (ZNF392, ZNF435){2.3.3.0.15}		C2H2 ZF	zf-C2H2
ZSCAN22	ZSC22_HUMAN	P10073	ZSCAN22:HKR2:ZNF50	Zinc-coordinating DNA-binding domains{2}	C2H2 zinc finger factors{2.3}	More than 3 adjacent zinc finger factors{2.3.3}	unclassified{2.3.3.0}	ZSCAN22 (HKR2, ZNF50) [8]{2.3.3.0.70}		C2H2 ZF	zf-C2H2
ZSCAN23	ZSC23_HUMAN	Q3MJ62	ZSCAN23:ZNF390:ZNF453	Zinc-coordinating DNA-binding domains{2}	C2H2 zinc finger factors{2.3}	More than 3 adjacent zinc finger factors{2.3.3}	ZNF24-like factors{2.3.3.10}	ZSCAN23 (ZNF390, ZNF453) [5]{2.3.3.10.3}		C2H2 ZF	zf-C2H2
ZSCAN29	ZSC29_HUMAN	Q8IWY8	ZSCAN29:ZNF690	Zinc-coordinating DNA-binding domains{2}	C2H2 zinc finger factors{2.3}	More than 3 adjacent zinc finger factors{2.3.3}	ZNF500-like factors{2.3.3.19}	ZSCAN29 (ZNF690) [6]{2.3.3.19.4}	ZSCAN29, isoform 1{2.3.3.19.4.1}:ZSCAN29, isoform 2{2.3.3.19.4.2}:ZSCAN29, isoform 3{2.3.3.19.4.3}:ZSCAN29, isoform 4{2.3.3.19.4.4}	C2H2 ZF	MADF	zf-C2H2	MADF_DNA_bdg
ZSCAN30	ZSC30_HUMAN	Q86W11	ZSCAN30:ZNF397OS	Zinc-coordinating DNA-binding domains{2}	C2H2 zinc finger factors{2.3}	More than 3 adjacent zinc finger factors{2.3.3}	unclassified{2.3.3.0}	ZSCAN30 (ZNF397OS) [7]{2.3.3.0.43}	ZSCAN30, isoform 1{2.3.3.0.43.1}:ZSCAN30, isoform 2{2.3.3.0.43.2}	C2H2 ZF	zf-C2H2
ZSCAN31	ZSC31_HUMAN	Q96LW9	ZSCAN31:ZNF310P:ZNF323	Zinc-coordinating DNA-binding domains{2}	C2H2 zinc finger factors{2.3}	More than 3 adjacent zinc finger factors{2.3.3}	ZNF24-like factors{2.3.3.10}	ZNF323 (ZNF310P) [6]{2.3.3.10.7}		C2H2 ZF	zf-C2H2
ZSCAN4	ZSCA4_HUMAN	Q8NAM6	ZSCAN4:ZNF494	Zinc-coordinating DNA-binding domains{2}	C2H2 zinc finger factors{2.3}	More than 3 adjacent zinc finger factors{2.3.3}	ZSCAN5-like zinc finger factors{2.3.3.5}	ZSCAN4 (ZNF494) [4]{2.3.3.5.5}		C2H2 ZF	zf-C2H2
ZSCAN5A	ZSA5A_HUMAN	Q9BUG6	ZSCAN5A:ZNF495:ZSCAN5	Zinc-coordinating DNA-binding domains{2}	C2H2 zinc finger factors{2.3}	More than 3 adjacent zinc finger factors{2.3.3}	ZSCAN5-like zinc finger factors{2.3.3.5}	ZSCAN5A (ZNF495) [5]{2.3.3.5.1}		C2H2 ZF	zf-C2H2
ZSCAN5C	ZSA5C_HUMAN	A6NGD5	ZSCAN5C:ZSCAN5CP	Zinc-coordinating DNA-binding domains{2}	C2H2 zinc finger factors{2.3}	More than 3 adjacent zinc finger factors{2.3.3}	ZSCAN5-like zinc finger factors{2.3.3.5}	ZSCAN5C [5]{2.3.3.5.3}			
ZSCAN9	ZSC9_HUMAN	O15535	ZSCAN9:ZNF193:PIG12	Zinc-coordinating DNA-binding domains{2}	C2H2 zinc finger factors{2.3}	More than 3 adjacent zinc finger factors{2.3.3}	ZNF24-like factors{2.3.3.10}	ZNF193 (ZSCAN9) [5]{2.3.3.10.2}		C2H2 ZF	zf-C2H2
ZZZ3	ZZZ3_HUMAN	Q8IYH5	ZZZ3							Myb/SANT	Myb_DNA-binding
Zbtb3	ZBTB3_MOUSE	Q91X45	Zbtb3								
Zbtb7b	ZBT7B_MOUSE	Q64321	Zbtb7b:Thpok:Zfp67	Zinc-coordinating DNA-binding domains{2}	C2H2 zinc finger factors{2.3}	More than 3 adjacent zinc finger factors{2.3.3}	ZBTB7 factors{2.3.3.8}	ZBTB7B [4]{2.3.3.8.2}		C2H2 ZF	zf-C2H2
Zfp128	ZNF8_MOUSE	Q8BGV5	Znf8:Zfp128	Zinc-coordinating DNA-binding domains{2}	C2H2 zinc finger factors{2.3}	Factors with multiple dispersed zinc fingers{2.3.4}	unclassified{2.3.4.0}	ZNF8 (HF.18, Zfp128) [6+1]{2.3.4.0.29}		C2H2 ZF	zf-C2H2
Zfp161	ZBT14_MOUSE	Q08376	Zbtb14:Zfp-5:Zfp161:Zfp5	Zinc-coordinating DNA-binding domains{2}	C2H2 zinc finger factors{2.3}	More than 3 adjacent zinc finger factors{2.3.3}	unclassified{2.3.3.0}	ZFP161 (ZBTB14, ZNF478, Zfp5){2.3.3.0.1}			
